Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
Cape Coast Castle Museum,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Cape Coast,,Ghana
Indo-Portuguese Museum and Vasco-da-Gama Institute,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Cochin,,India
National Archives,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Accra,,Ghana
National Archives,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",London,,United Kingdom
Regional Archives,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Cape Coast,,Ghana
Regional Archives,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Cochin,,India
Tamil Nadu State Archives,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Chennai,,India
"The National Museum of African Art, Smithsonian Institution","University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Washington,DC,USA
The Bodlein Library,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",Oxford,,United Kingdom
The British Library,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",London,,United Kingdom
The National Archives,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",London,,United Kingdom
The National Maritime Museum,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",London,,United Kingdom
The Pepys Library,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",Cambridge,,United Kingdom
The Wellcome Library,Johns Hopkins University,Seth LeJacq,2012,"“And What do You Know of the Body?”: Monitoring, Disciplining, and Caring for Sailors' Bodies in the British Royal Navy, 1688-1783",London,,United Kingdom
British National Archives,Emory University,Kara Moskowitz,2012,"From Possibility to Postcolony: Decolonization and Development in Uasin Gishu, Kenya (1939-69)",London,,United Kingdom
Cambridge University Archives,Emory University,Kara Moskowitz,2012,"From Possibility to Postcolony: Decolonization and Development in Uasin Gishu, Kenya (1939-69)",Cambridge,,United Kingdom
Eldoret Court Archives,Emory University,Kara Moskowitz,2012,"From Possibility to Postcolony: Decolonization and Development in Uasin Gishu, Kenya (1939-69)",Eldoret,,Kenya
Kenya National Archives,Emory University,Kara Moskowitz,2012,"From Possibility to Postcolony: Decolonization and Development in Uasin Gishu, Kenya (1939-69)",Nairobi,,Kenya
Nakuru Regional Archival Holdings,Emory University,Kara Moskowitz,2012,"From Possibility to Postcolony: Decolonization and Development in Uasin Gishu, Kenya (1939-69)",Nakuru,,Kenya
Archivio Storico Diocesano del Vicariato di Roma,Georgetown University,Sylvia Mullins,2012,Holy Monstrosity: Sacred Oil in Medieval and Early Modern Europe,Rome,,Italy
Bibliotheca Apostolica Vaticana,Georgetown University,Sylvia Mullins,2012,Holy Monstrosity: Sacred Oil in Medieval and Early Modern Europe,Rome,,Italy
Bibliothèque Nationale de France,Georgetown University,Sylvia Mullins,2012,Holy Monstrosity: Sacred Oil in Medieval and Early Modern Europe,Paris,,France
Académie Nationale de Médecine,University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Époque France",Paris,,France
Archives de l'assistance publique-hôpitaux de Paris,University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Paris,,France
Archives de Paris,University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Paris,,France
"Archives Nationales, site Fontainebleau",University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Époque France",Paris,,France
"Bibliothèque interuniversitaire de médecine, Université Paris René Descartes",University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Paris,,France
"Bibliothèque Nationale, Site Fran�ois Mitterrand",University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Paris,,France
Central State Archive of the Republic of Bashkortostan,University of Michigan,Kimberly Powers,2012,"Articulations of Kazakh Muslimness: Marriage, Family, and Russian Imperial Authority in the Bukei Khanate, 1801-1898",Ufa,,Russia
Central State Archives of the Republic of Kazakhstan,University of Michigan,Kimberly Powers,2012,"Articulations of Kazakh Muslimness: Marriage, Family, and Russian Imperial Authority in the Bukei Khanate, 1801-1898",Almaty,,Kazakhstan
Russian State Historical Archive,University of Michigan,Kimberly Powers,2012,"Articulations of Kazakh Muslimness: Marriage, Family, and Russian Imperial Authority in the Bukei Khanate, 1801-1898",St. Petersburg,,Russia
State Archive of the Orenburg Oblast,University of Michigan,Kimberly Powers,2012,"Articulations of Kazakh Muslimness: Marriage, Family, and Russian Imperial Authority in the Bukei Khanate, 1801-1898",Orenburg,,Russia
Arquivo Histórico Municipal de Salvador,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Salvador,Bahia,Brazil
Arquivo Histórico Ultramarino,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Lisbon,,Portugal
Arquivo PÏblico do Estado da Bahia,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Salvador,Bahia,Brazil
Biblioteca Nacional,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Rio de Janeiro,,Brazil
Gabinete de Estudos Arqueológicos e de Engenharia Militar,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Lisbon,,Portugal
Instituto Geografico e Histórico da Bahia,"University of Wisconsin, Madison",Matthew Rarey,2012,"Print Culture, Slavery, and the Performance of Power: Salvador da Bahia in Revolt, 1760-1840",Salvador,Bahia,Brazil
Library of the Cultural Center of the Philippines,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
"Miguel de Benavides Library, University of Santo Tomas","University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
Museum ng Manila,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
National Archives of Singapore,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Singapore,,Singapore
National Library and Archives of the Philippines,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
Private Collections,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
Rizal Library: Ateneo de Manila University,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
The Filipinas Heritage Library: Ayala Museum,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
The Lopez Museum and Library,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
University of the Philippines at Diliman,"University of Wisconsin, Madison",Frederick Schenker,2012,Performing Empire: Filipino Jazz Musicians in 1920s Manila,Manila,,Philippines
Center for the Great Islamic Encyclopedia,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Tehran,,Iran
Fo Guang Shan Linji Chan Buddhist University,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Jiaosi,,Taiwan
Global Center for Islamic Sciences,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Qum,,Iran
Library of the Institute of Ismaili Studies,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,London,,United Kingdom
Oxford Centre for Islamic Studies,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Oxford,,United Kingdom
Tehran University Library,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Tehran,,Iran
Library of Congress,University of Kansas,Stephanie Stillo,2012,Seville and the Cartographic Origins of the Early Modern Hispanic World,Washington,DC,USA
The National Archive of Romania,University of Illinois at Chicago,Mirela Tanta,2012,"State Propaganda or Sites of Resistance: Socialist Realism in Romania, 1945-1989",Bucharest,,Romania
The National Museum of Contemporary Art,University of Illinois at Chicago,Mirela Tanta,2012,"State Propaganda or Sites of Resistance: Socialist Realism in Romania, 1945-1989",Bucharest,,Romania
The National Museum of Contemporary Art,University of Illinois at Chicago,Mirela Tanta,2012,"State Propaganda or Sites of Resistance: Socialist Realism in Romania, 1945-1989",Bucharest,,Romania
Antelope Valley California Poppy Reserve,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Lancaster,CA,USA
California State Parks Photographic Archives,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Sacramento,CA,USA
Coachella Valley History Museum,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Indio,CA,USA
Duarte Historical Museum,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Duarte,CA,USA
Harry S. Truman Library,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Independence,MO,USA
Humboldt County Historical Association,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Eureka,CA,USA
Iowa State University Special Collections,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Ames,IA,USA
Mendocino County Museum,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Willits,CA,USA
National Archives,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Fort Worth,TX,USA
National Archives,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Washington,DC,USA
National Archives,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Atlanta,GA,USA
Oaksterdam University,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Oakland,CA,USA
Pennsylvania State University Special Collections,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,University Park,PA,USA
Southern Regional Library Facility,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Los Angeles,CA,USA
The DEA Museum,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Arlington,VA,USA
The Farm Hippie Museum and Community,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Summertown,TN,USA
The Field Museum,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Chicago,IL,USA
The Stewart Poison Garden,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Eureka,CA,USA
University of Illinois,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Champaign,IL,USA
Wo/MenÍs Alliance for Medical Marijuana Collective,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Santa Cruz,CA,USA
Grand Lodge of the Benevolent and Protective Order of the Elks,Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Chicago,IL,USA
"Harry Ransom Humanities Research Center, University of Texas",Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Austin,TX,USA
Historical Society of Pennsylvania,Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Philadelphia,PA,USA
"John Hay Library and Special Collections, Brown University",Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Providence,RI,USA
Library of Congress,Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Washington,DC,USA
Newberry Library,Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Chicago,IL,USA
Anacostia Community Museum Archives,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
Chicago History Museum,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Chicago,IL,USA
College of William and Mary,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Williamsburg,VA,USA
"Eliot Elisofon Photographic Archives, Smithsonian Institution",Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
George Mason University,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Fairfax,VA,USA
Hampton University Art Museum,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Hampton,VA,USA
Historical Society of Pennsylvania,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Philadelphia,PA,USA
Library of Congress,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
Littleton Public Library,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Littleton,NH,USA
Michigan State University Art Museum,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",East Lansing,MI,USA
National Archives and Records Administration,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
National Geographic Archives,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
"National Museum of African Art, Smithsonian Institution",Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
National Museum of American History,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
"National Museum of Natural History, Smithsonian Institution",Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
New York Public Library,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",New York,NY,USA
Peabody Museum of archaeology and ethnology,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Boston,MA,USA
Private Collection,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",New York,NY,USA
Smithsonian Institution Archives,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
Smithsonian Institution Archives,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Washington,DC,USA
University of Virginia,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Charlottesville,VA,USA
Bagbazar Reading Library,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
Burdwan District Library,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Burdwan,,India
"Centre for Studies in Social Science, Calcutta (CSSSC)","Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
"Headquarters, Deb Sahitya Kutir Pvt. Ltd.","Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
Jadavpur Central Park Vidyarthi Pathagar,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
National Library,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
Private Collections,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
Ramkrishna Mission Institute Library,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
"School of Cultural Texts and Records, Jadavpur University","Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),Kolkata,,India
Ajmer Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Jodhpur,Rajasthan,India
"Archeological Museum, MS University",Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Vadodara,Gujarat,India
Archeological Survey of India (ASI),Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",New Delhi,,India
Baroda Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Vadodara,Gujarat,India
Bhandarkar Oriental Research Institute,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Pune,Maharashtra,India
Bhinmāl Temple Complex,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Sirohi,Rajasthan,India
Central Antiquity Collection,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",New Delhi,,India
Central Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Indore,Madhya Pradesh,India
Chandrabhāga Temple Complex,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Jhalawar,Rajasthan,India
Chhatrapati Shivaji Maharaj Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Mumbai,Maharashtra,India
Chittorgarh Fort and Temple Complex,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Chittorgarh,Rajasthan,India
Asad National Library,"University of California, Berkeley",Nora Barakat,2011,"Rethinking the Modern: Animals, Pastoral Nomads and Property Relations in Late Ottoman Syria",Damascus,,Syria
"University of California, Berkeley","University of California, Berkeley",Nora Barakat,2011,"Rethinking the Modern: Animals, Pastoral Nomads and Property Relations in Late Ottoman Syria",Berkeley,CA,USA
Lincolnshire Archives,Florida State University,Meaghan Brown,2011,"A ""Good Report of England"": Composing Communities in Early Modern Print.",Lincoln,,United Kingdom
Archives départementales du Doubs,Harvard University,Rowan Dorin,2011,"Expulsions of Merchants and Moneylenders in Western Europe, 1200-1450",Besancon,,France
Abraham Lincoln Presidential Library and Museum,"University of Maryland, College Park",M. Scott Heerman,2011,"""Nations of This Continent"": Slavery and the Making of the American Republic in the Mississippi Valley, 1750-1840",Springfield,IL,USA
"University of Maryland, College Park","University of Maryland, College Park",M. Scott Heerman,2011,"""Nations of This Continent"": Slavery and the Making of the American Republic in the Mississippi Valley, 1750-1840",College Park,MD,USA
Harvard University,Harvard University,Philippa Hetherington,2011,"Victims of the Social Temperament: Prostitution, Migration and the Traffic in Women in the Russian Empire and Soviet Union, 1890-1928",Cambridge,MA,USA
National Archives,New York University,Eugenia Kisin,2011,"Indigenous Sovereignties, Non-secular Modernities: The Market for Northwest Coast First Nations Art in British Columbia",Ottawa,ON,Canada
Royal British Columbia Museum,New York University,Eugenia Kisin,2011,"Indigenous Sovereignties, Non-secular Modernities: The Market for Northwest Coast First Nations Art in British Columbia",Victoria,BC,Canada
University of British Columbia Rare Books and Special Collections,New York University,Eugenia Kisin,2011,"Indigenous Sovereignties, Non-secular Modernities: The Market for Northwest Coast First Nations Art in British Columbia",Vancouver,BC,Canada
Duke University,Duke University,Anne Phillips,2011,"Adulterous Wives and Murderous Husbands: Governance, Gendered Violence, and East Indian Indentureship in the British Atlantic, 1858 - 1917",Durham,NC,USA
Byzantine Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Thessaloniki,,Greece
"Izmir, Cesme Museum","University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Cesme,,Turkey
Cultural Center of Sao Paulo Multimedia Archive,Emory University,Lena Suk,2011,"Girls' Night Out: Women, Movie-going, and Urbanism in Sao Paulo, Brazil, 1920-1960",Sao Paulo,,Brazil
Russian National Library (RNB),Princeton University,Elise  Bonner,2012,Sonic Culture and the Geographic Imagination: Italian Opera at Catherine IIÍs Court,St. Petersburg,,Russia
Archives Municipales de Montpellier,Brown University,Adam Boss,2012,Outsiders: The Limits of Urban Community in Late-Medieval France,Montpellier,,France
Archives départementales de la Marne,Johns Hopkins University,William Brown,2012,"Les administrateurs de l'empire: Ambition, Expansion, and Mobility in the First French Empire, 1661-1715",Chälons-en-Champagne,,France
Archivo Nacional de Cuba,"University of California, Berkeley",Rebecca Herman,2012,"Strategies Under Construction:  Collaboration and Dissent at Pan AmÍs World War II Airbase Development Sites in Cuba and Brazil, 1940-1961",Havana,,Cuba
RGASPI (Russian State Archive for Social-Political History),Harvard University,Thomas Hooker,2012,"Friendship and Communism in Soviet Russia, 1921-1982",Moscow,,Russia
Library of Congress,Columbia University,Jang Wook Huh,2012,"Black Radicalism in Korea: Overlapping Dispossessions in Afro-Korean Literary Networks, 1888-1959",Washington,DC,USA
Seoul National University,Columbia University,Jang Wook Huh,2012,"Black Radicalism in Korea: Overlapping Dispossessions in Afro-Korean Literary Networks, 1888-1959",Seoul,,South Korea
Elmina Castle Museum,"University of California, Los Angeles",Neelima  Jeychandran,2012,"Colonial Spaces, Postcolonial Memories: Constructing Heritage in India and Ghana",Elmina,,Ghana
Archivio Segreto Vaticano,Georgetown University,Sylvia Mullins,2012,Holy Monstrosity: Sacred Oil in Medieval and Early Modern Europe,Rome,,Italy
Monumenta Germaniae Historica,Georgetown University,Sylvia Mullins,2012,Holy Monstrosity: Sacred Oil in Medieval and Early Modern Europe,Munich,,Germany
Archives Départementales du Val-de-Marne,University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Paris,,France
Collection de l'Art Brut,University of Indiana,Elizabeth Nelson,2012,"Timeknots: Madness, Psychiatry, and History in Belle Äpoque France",Lausanne,,Switzerland
State Archive of the Astrakhan Oblast,University of Michigan,Kimberly Powers,2012,"Articulations of Kazakh Muslimness: Marriage, Family, and Russian Imperial Authority in the Bukei Khanate, 1801-1898",Astrakhan,,Russia
Dharma Drum Mountain Linji Chan Buddhist Monastery & University,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Jinshan,,Taiwan
Library of the Muhyiddin Ibn ‘Arabi Society,Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Oxford,,United Kingdom
The Artists Union (UAP),University of Illinois at Chicago,Mirela Tanta,2012,"State Propaganda or Sites of Resistance: Socialist Realism in Romania, 1945-1989",Bucharest,,Romania
California Museum of Photography,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Riverside,CA,USA
Edsel T. Godbey Appalachian Center,"University of California, Riverside",Zita Worley,2012,Forbidden Fruit: Drug Prohibition and Agrarianism in 20th-Century America and Beyond,Cumberland,KY,USA
"Jim Crow Museum of Racist Memorabilia, Ferris State University",Harvard University,Rhae Lynn Barnes,2013,"Darkology: The History of Amateur Blackface Minstrelsy and the Making of Modern America, 1860-1965",Big Rapids,MI,USA
Art Institute of Chicago,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Chicago,IL,USA
Field Museum,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Chicago,IL,USA
John F. Kennedy Library,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Boston,MA,USA
National Anthropological Archives and Human Studies Film Archives,Indiana University-Bloomington,Stephanie Beck Cohen,2013,"Quilting, Collecting, and Curating Liberian National Identity 1893-1940",Suitland,MD,USA
